@id,@type,addr:housenumber,addr:street,addr:postcode
1851673333,node,10,Montée Masson,
1851673359,node,1000,Croissant Georges-Delfosse,
1851673364,node,1000,Place Rimbaud,
1851673365,node,1000,Rue Marguerite-Duras,
1851673366,node,1001,Rue Lapointe,
1851673367,node,1001,Rue Marguerite-Duras,
1851673370,node,1002,Avenue Saint-Luc,
1851673373,node,1002,Rue Lapointe,
1851673388,node,1003,Avenue Saint-Denis,
1851673391,node,1003,Croissant Georges-Delfosse,
1851673392,node,1004,Avenue Saint-Denis,
1851673393,node,1005,Rue Le Gardeur,
1851673394,node,1005,Rue de l'Amour,
1851673395,node,1006,Avenue Dupuis,
1851673409,node,1007,Rue Saint-Maurice,
1851673413,node,1008,Avenue Saint-Denis,
1851673417,node,1008,Avenue de Charny,
1851673418,node,1008,Place de Colville,
1851673419,node,1008,Rue Le Gardeur,
1851673420,node,1009,Avenue Dupuis,
1851673421,node,1009,Rue Le Gardeur,
1851673436,node,1009,Rue de l'Amour,
1851673441,node,1010,Avenue Dupuis,
1851673444,node,1011,Place de Lille,
1851673445,node,1011,Rue Le Gardeur,
1851673446,node,1012,Rue Amicale,
1851673447,node,1013,Avenue Saint-Denis,
1851673459,node,1013,Rue Marguerite-Duras,
1851673463,node,1014,Avenue Saint-Luc,
1851673467,node,1015,Avenue Saint-Denis,
1851673468,node,1015,Avenue Saint-Luc,
1851673469,node,1016,Avenue de Charny,
1851673470,node,1017,Avenue de Charny,
1851673474,node,1017,Place de Lille,
1851673496,node,1018,Rue Le Gardeur,
1851673503,node,1018,Rue Le Gardeur,
1851673510,node,1019,Avenue Dupuis,
1851673514,node,1019,Avenue Saint-Luc,
1851673518,node,1019,Place de Colville,
1851673522,node,1022,Avenue Saint-Denis,
1851673536,node,1023,Rue de l'Amour,
1851673542,node,1025,Montée Masson,
1851673548,node,1026,Avenue Saint-Luc,
1851673555,node,1029,Rue de l'Amour,
1851673561,node,1030,Rue de Berthier,
1851673565,node,1031,Rue Lamartine,
1851673574,node,1032,Avenue de Charny,
1851673580,node,1035,Avenue de Charny,
1851673587,node,1035,Chemin de la Cabane-Ronde,
1851673594,node,1035,Montée Masson,
1851673600,node,1037,Avenue Saint-Luc,
1851673606,node,1038,Avenue Saint-Luc,
1851673612,node,1040,Rue Marguerite-Duras,
1851673618,node,1040,Rue de Charlesbourg,
1851673624,node,1041,Avenue Saint-Luc,
1851673630,node,1045,Rue de l'Amour,
1851673637,node,1047,Rue Lamartine,
1851673644,node,1049,Rue de l'Amour,
1851673649,node,1050,Avenue Saint-Luc,
1851673662,node,1052,Rue de Berthier,
1851673668,node,1053,Montée Masson,
1851673675,node,1053,Place de Lille,
1851673683,node,1055,Rue Lamartine,
1851673692,node,1056,Rue de Berthier,
1851673700,node,1059,Place de Lille,
1851673705,node,1059,Rue Lapointe,
1851673720,node,1060,Avenue de Châteaubriant,
1851673722,node,1060,Rue Lapointe,
1851673723,node,1062,Avenue Saint-Luc,
1851673725,node,1063,Avenue Victor-Hugo,
1851673729,node,1064,Avenue Victor-Hugo,
1851673732,node,1064,Rue Lamartine,
1851673746,node,1064,Rue de Charlesbourg,
1851673748,node,1065,Rue de Dubuc,
1851673749,node,1065,Rue de l'Amour,
1851673750,node,1067,Avenue Saint-Luc,
1851673751,node,1067,Montée Masson,
1851673752,node,1067,Rue Lapointe,
1851673764,node,1067,Rue de Dubuc,
1851673768,node,1068,Chemin Saint-Henri,
1851673772,node,1068,Chemin Saint-Henri,
1851673775,node,1068,Rue de Berthier,
1851673776,node,1068,Rue de Charlesbourg,
1851673777,node,1069,Avenue de Châteaubriant,
1851673778,node,1069,Rue de l'Amour,
1851673785,node,1070,Rue Lapointe,
1851673789,node,1071,Place de Lille,
1851673792,node,1073,Chemin Saint-Henri,
1851673796,node,1074,Avenue Dupuis,
1851673799,node,1075,Rue de Charlesbourg,
1851673804,node,1076,Avenue de Châteaubriant,
1851673811,node,1077,Avenue de Châteaubriant,
1851673815,node,1079,Avenue Dupuis,
1851673819,node,1079,Rue de Charlesbourg,
1851673822,node,1080,Montée Masson,
1851673826,node,1082,Avenue Dupuis,
1851673829,node,1083,Avenue Dupuis,
1851673833,node,1083,Place de Lille,
1851673836,node,1085,Rue de l'Amour,
1851673839,node,1088,Rue de Charlesbourg,
1851673843,node,1089,Chemin Saint-Henri,
1851673846,node,1092,Avenue Dupuis,
1851673850,node,1092,Avenue de Charny,
1851673854,node,1092,Rue de Charlesbourg,
1851673862,node,1095,Avenue de Charny,
1851673863,node,1098,Avenue Victor-Hugo,
1851673866,node,1098,Rue Lamartine,
1851673869,node,1099,Avenue Dupuis,
1851673873,node,1099,Chemin Saint-Henri,
1851673876,node,1099,Rue de Charlesbourg,
1851673888,node,1100,Avenue de Charny,
1851673889,node,1100,Montée Masson,
1851673891,node,1100,Montée Masson,
1851673898,node,1102,Avenue Dupuis,
1851673901,node,1103,Avenue Dupuis,
1851673914,node,1105,Rue Molière,
1851673915,node,1106,Rue Molière,
1851673916,node,1108,Rue de l'Amour,
1851673917,node,1109,Montée Masson,
1851673922,node,1109,Rue Lamartine,
1851673926,node,1110,Rue Dufort,
1851673943,node,1111,Chemin de la Cabane-Ronde,
1851673944,node,1111,Rue Dufort,
1851673945,node,1114,Avenue Dupuis,
1851673946,node,1115,Avenue Dupuis,
1851673947,node,1115,Avenue Victor-Hugo,
1851673949,node,1119,Rue de l'Amour,
1851673953,node,1122,Avenue de Charny,
1851673969,node,1122,Rue Dufort,
1851673971,node,1122,Rue Lapointe,
1851673972,node,1123,Rue Molière,
1851673973,node,1124,Avenue Dupuis,
1851673974,node,1125,Avenue Dupuis,
1851673975,node,1125,Rue Dufort,
1851673980,node,1128,Rue Duval,
1851673981,node,1128,Rue Molière,
1851673982,node,1134,Rue Duval,
1851673983,node,1134,Rue Renaud,
1851673984,node,1135,Rue Dufort,
1851673985,node,1135,Rue Dufort,
1851673986,node,1135,Rue de Charlesbourg,
1851673987,node,1136,Rue de Charlesbourg,
1851673988,node,1137,Rue Renaud,
1851673989,node,1140,Rue de Charlesbourg,
1851673990,node,1141,Avenue Dupuis,
1851673991,node,1143,Rue Lapointe,
1851673994,node,1144,Rue Dufort,
1851674002,node,1144,Rue Dufort,
1851674005,node,1151,Chemin Saint-Henri,
1851674009,node,1151,Rue Lussier,
1851674012,node,1151,Rue de Charlesbourg,
1851674016,node,1153,Rue Renaud,
1851674020,node,1158,Chemin Saint-Henri,
1851674028,node,1160,Avenue Dupuis,
1851674032,node,1162,Rue Renaud,
1851674034,node,1165,Rue Lussier,
1851674035,node,1167,Avenue Dupuis,
1851674036,node,1167,Avenue Dupuis,
1851674037,node,1167,Rue Davaugour,
1851674038,node,1173,Rue Davaugour,
1851674039,node,1177,Chemin Saint-Henri,
1851674040,node,118,Montée Masson,
1851674041,node,118,Montée Masson,
1851674043,node,1212,Chemin de la Cabane-Ronde,
1851674054,node,1247,Rue de Charlesbourg,
1851674055,node,1257,Chemin Saint-Henri,
1851674056,node,1270,Chemin Saint-Henri,
1851674057,node,1280,Chemin de la Cabane-Ronde,
1851674058,node,130,Montée Masson,
1851674061,node,1429,Avenue de la Gare,
1851674062,node,1441,Avenue du Mistral,
1851674063,node,1444,Avenue de la Gare,
1851674064,node,1447,Avenue du Mistral,
1851674065,node,1453,Avenue du Mistral,
1851674066,node,1461,Avenue de la Gare,
1851674067,node,155,Montée Masson,
1851674068,node,160,Rue Louis-Hébert,
1851674069,node,161,Montée Masson,
1851674070,node,175,Montée Masson,
1851674071,node,175,Rue Louis-Hébert,
1851674072,node,185,Montée Masson,
1851674073,node,185,Montée Masson,
1851674074,node,185,Rue Bohémier,
1851674075,node,1891,Avenue de la Gare,
1851674076,node,190,Rue Bohémier,
1851674077,node,1944,Avenue de la Gare,
1851674079,node,1985,Chemin de la Cabane-Ronde,
1851674080,node,20,Montée Masson,
1851674081,node,200,Avenue de l'Étang,
1851674082,node,200,Avenue de l'Étang,
1851674084,node,2036,Chemin de la Cabane-Ronde,
1851674086,node,2108,Avenue de la Gare,
1851674087,node,2109,Avenue de la Gare,
1851674088,node,2156,Place de Chambois,
1851674089,node,2185,Place de Chambois,
1851674090,node,222,Montée Masson,
1851674091,node,2241,Avenue de la Gare,
1851674092,node,2267,Avenue de la Gare,
1851674093,node,2324,Rue de Chenonceau,
1851674094,node,2340,Rue de Chenonceau,
1851674095,node,2345,Croissant François-Villon,
1851674096,node,2348,Croissant François-Villon,
1851674097,node,2419,Rue de Chenonceau,
1851674098,node,2339,Rue de Chenonceau,
1851674099,node,240,Montée Masson,
1851674100,node,241,Avenue Crépeau,
1851674101,node,242,Avenue Crépeau,
1851674102,node,2429,Croissant François-Villon,
1851674103,node,243,Place des Pluviers,
1851674104,node,2436,Croissant François-Villon,
1851674105,node,2485,Avenue de Charlevoix,
1851674106,node,2490,Rue de Chaumont,
1851674108,node,2500,Boulevard de Mascouche,
1851674109,node,2510,Boulevard de Mascouche,
1851674110,node,252,Avenue de l'Étang,
1851674111,node,2520,Avenue Prévert,
1851674112,node,2525,Avenue Prévert,
1851674113,node,2525,Avenue Prévert,
1851674118,node,2526,Avenue Prévert,
1851674121,node,2534,Avenue de la Gare,
1851674126,node,2535,Place Colette,
1851674131,node,2550,Rue des Faucons,
1851674135,node,2561,Rue De Vigny,
1851674138,node,2562,Rue De Vigny,
1851674139,node,2563,Rue des Faucons,
1851674153,node,2571,Rue Claudel,
1851674156,node,2580,Rue Claudel,
1851674160,node,2585,Place Colette,
1851674162,node,2585,Rue De Vigny,
1851674163,node,2588,Rue De Vigny,
1851674164,node,2590,Rue Claudel,
1851674178,node,2591,Rue Claudel,
1851674183,node,2592,Rue De Vigny,
1851674187,node,2593,Avenue Prévert,
1851674188,node,2594,Avenue Prévert,
1851674189,node,2595,Rue Claudel,
1851674190,node,2595,Rue Claudel,
1851674193,node,2595,Rue De Vigny,
1851674211,node,2595,Rue Rousseau,
1851674212,node,2596,Rue Rousseau,
1851674213,node,2598,Avenue Prévert,
1851674214,node,260,Place de Cheverny,
1851674216,node,260,Place de Rochefort,
1851674220,node,2603,Rue Claudel,
1851674237,node,2604,Rue De Vigny,
1851674240,node,2605,Avenue Prévert,
1851674244,node,2606,Rue Claudel,
1851674248,node,2607,Rue De Vigny,
1851674253,node,2607,Rue Rousseau,
1851674260,node,2608,Rue Rousseau,
1851674264,node,2611,Rue De Vigny,
1851674286,node,2612,Rue De Vigny,
1851674290,node,2612,Rue Rousseau,
1851674294,node,2613,Rue Rousseau,
1851674299,node,2617,Rue Rousseau,
1851674305,node,2623,Avenue Prévert,
1851674310,node,2626,Avenue Prévert,
1851674330,node,2626,Avenue Prévert,
1851674333,node,2628,Rue Rousseau,
1851674336,node,2633,Croissant des Geais-Bleus,
1851674339,node,2635,Avenue Prévert,
1851674345,node,2638,Rue Rousseau,
1851674351,node,2640,Place Prévert,
1851674371,node,2642,Rue Baudelaire,
1851674374,node,2643,Rue Baudelaire,
1851674378,node,2646,Croissant des Grives,
1851674384,node,265,Avenue de l'Étang,
1851674389,node,2654,Avenue de la Gare,
1851674415,node,2654,Rue Baudelaire,
1851674419,node,2655,Avenue Prévert,
1851674422,node,2655,Avenue Prévert,
1851674425,node,2656,Avenue de la Gare,
1851674428,node,2656,Avenue de la Gare,
1851674432,node,2661,Rue Claudel,
1851674456,node,2662,Rue Rousseau,
1851674460,node,2664,Place Prévert,
1851674463,node,2664,Rue Rousseau,
1851674466,node,2665,Avenue Prévert,
1851674469,node,2666,Rue Claudel,
1851674473,node,2668,Avenue Prévert,
1851674476,node,2671,Place des Sittelles,
1851674501,node,2672,Place des Sittelles,
1851674505,node,2675,Croissant des Grives,
1851674509,node,2675,Rue De Vigny,
1851674512,node,2676,Rue De Vigny,
1851674516,node,2676,Rue Rousseau,
1851674520,node,2678,Croissant des Geais-Bleus,
1851674546,node,2684,Rue De Vigny,
1851674550,node,2685,Rue Baudelaire,
1851674554,node,2685,Rue des Faucons,
1851674557,node,2690,Rue des Bruants,
1851674561,node,2691,Rue des Bruants,
1851674564,node,2696,Avenue Prévert,
1851674589,node,2700,Avenue Prévert,
1851674593,node,2700,Avenue Prévert,
1851674598,node,2700,Place des Sittelles,
1851674602,node,2700,Rue des Chardonnerets,
1851674605,node,2701,Rue des Chardonnerets,
1851674609,node,2702,Rue De Vigny,
1851674612,node,2702,Rue des Bruants,
1851674637,node,2703,Place des Sittelles,
1851674641,node,2705,Avenue Prévert,
1851674644,node,2707,Rue des Bruants,
1851674647,node,2709,Rue des Chardonnerets,
1851674650,node,2712,Croissant des Geais-Bleus,
1851674653,node,2712,Rue De Vigny,
1851674668,node,2716,Avenue du Bocage,
1851674671,node,2716,Avenue du Bocage,
1851674675,node,2717,Avenue du Bocage,
1851674677,node,2717,Avenue du Bocage,
1851674678,node,2719,Rue De Vigny,
1851674679,node,2728,Rue des Chardonnerets,
1851674680,node,2729,Croissant des Grives,
1851674695,node,273,Place de Cheverny,
1851674698,node,2732,Rue des Chardonnerets,
1851674702,node,2733,Avenue du Bocage,
1851674703,node,2733,Avenue du Bocage,
1851674704,node,2735,Avenue Bourque,
1851674705,node,2735,Croissant des Roitelets,
1851674718,node,2736,Avenue du Bocage,
1851674722,node,2737,Avenue du Bocage,
1851674725,node,274,Montée Masson,
1851674729,node,2740,Avenue Bourque,
1851674730,node,2740,Croissant des Grives,
1851674731,node,2744,Avenue du Bocage,
1851674732,node,2746,Croissant des Grives,
1851674747,node,2747,Rue Desportes,
1851674751,node,2748,Rue Desportes,
1851674754,node,275,Montée Masson,
1851674755,node,275,Place de Rochefort,
1851674756,node,2750,Place Simonne-Monet-Chartrand,
1851674757,node,2751,Rue des Futaies,
1851674772,node,2752,Rue Desportes,
1851674776,node,2754,Croissant des Roitelets,
1851674779,node,2755,Place Simonne-Monet-Chartrand,
1851674780,node,2755,Rue Desportes,
1851674781,node,2755,Rue des Chardonnerets,
1851674782,node,2756,Avenue Bourque,
1851674796,node,2759,Rue Desportes,
1851674800,node,2760,Rue Desportes,
1851674804,node,2763,Avenue Bourque,
1851674806,node,2765,Avenue du Bocage,
1851674807,node,2767,Avenue Bourque,
1851674808,node,2767,Croissant des Geais-Bleus,
1851674809,node,2772,Rue De Vigny,
1851674823,node,2772,Rue des Futaies,
1851674827,node,2773,Avenue du Bocage,
1851674831,node,2773,Croissant des Geais-Bleus,
1851674832,node,2773,Rue De Vigny,
1851674833,node,2773,Rue des Faucons,
1851674834,node,2774,Avenue du Bocage,
1851674849,node,2775,Rue des Futaies,
1851674853,node,2777,Rue des Chardonnerets,
1851674856,node,2777,Rue des Faucons,
1851674858,node,2778,Croissant des Geais-Bleus,
1851674859,node,2779,Avenue Bourque,
1851674860,node,2779,Rue Desportes,
1851674861,node,2779,Rue Gouin,
1851674875,node,2779,Rue des Futaies,
1851674880,node,2780,Croissant des Roitelets,
1851674884,node,2780,Place Alain,
1851674885,node,2780,Rue Gouin,
1851674886,node,2780,Rue des Chardonnerets,
1851674887,node,2780,Rue des Futaies,
1851674900,node,2780,Rue du Grand-Héron,
1851674904,node,2780,Rue du Grand-Héron,
1851674908,node,2783,Avenue Bourque,
1851674911,node,2784,Rue Desportes,
1851674912,node,2784,Rue des Futaies,
1851674913,node,2784,Rue des Futaies,
1851674926,node,2785,Avenue du Bocage,
1851674930,node,2785,Croissant des Grives,
1851674935,node,2788,Avenue du Bocage,
1851674937,node,2791,Rue Demers,
1851674938,node,2791,Rue Desportes,
1851674939,node,2792,Avenue du Bocage,
1851674940,node,2792,Rue Desportes,
1851674955,node,2792,Rue des Buses,
1851674959,node,2793,Rue Dumont,
1851674963,node,2793,Rue des Buses,
1851674966,node,2794,Rue Dumont,
1851674969,node,2795,Avenue Bourque,
1851674972,node,2795,Rue Alexandre-Dumas,
1851675009,node,2795,Rue des Futaies,
1851675017,node,2796,Croissant des Orioles,
1851675025,node,2796,Place Alain,
1851675032,node,2799,Avenue Bourque,
1851675038,node,2799,Croissant des Roitelets,
1851675041,node,2800,Avenue du Bocage,
1851675042,node,2800,Croissant des Roitelets,
1851675060,node,2800,Place Alain,
1851675064,node,2800,Place Simonne-Monet-Chartrand,
1851675065,node,2800,Rue Demers,
1851675066,node,2800,Rue Françoise-Giroud,
1851675067,node,2800,Rue des Busards,
1851675068,node,2800,Rue des Faucons,
1851675086,node,2801,Rue Dumont,
1851675089,node,2801,Rue des Mésanges,
1851675090,node,2803,Croissant des Roitelets,
1851675092,node,2805,Croissant des Orioles,
1851675096,node,2805,Place Simonne-Monet-Chartrand,
1851675100,node,2805,Rue Françoise-Giroud,
1851675104,node,2806,Rue Dumont,
1851675132,node,2808,Rue Alexandre-Dumas,
1851675138,node,2812,Croissant des Geais-Bleus,
1851675143,node,2815,Avenue Bourque,
1851675146,node,2815,Avenue du Bocage,
1851675150,node,2816,Place Alain,
1851675153,node,2816,Rue des Buses,
1851675170,node,2817,Rue des Mésanges,
1851675174,node,2819,Avenue Bourque,
1851675178,node,282,Avenue de l'Étang,
1851675179,node,2821,Rue des Buses,
1851675180,node,2821,Rue des Mésanges,
1851675181,node,2823,Croissant des Roitelets,
1851675193,node,2824,Croissant des Roitelets,
1851675197,node,2825,Avenue du Bocage,
1851675201,node,2825,Croissant des Roitelets,
1851675204,node,2825,Rue des Buses,
1851675206,node,2826,Rue Desportes,
1851675207,node,2827,Croissant des Geais-Bleus,
1851675208,node,2827,Rue Desportes,
1851675220,node,2830,Place Félix-Leclerc,
1851675223,node,2830,Place des Sizerins,
1851675227,node,2830,Rue des Buses,
1851675232,node,2830,Rue des Buses,
1851675233,node,2831,Avenue Bourque,
1851675234,node,2832,Place Jules-Verne,
1851675243,node,2832,Place des Sizerins,
1851675246,node,2833,Croissant des Geais-Bleus,
1851675249,node,2833,Place Jules-Verne,
1851675253,node,2834,Rue des Buses,
1851675257,node,2835,Avenue Bourque,
1851675260,node,2835,Croissant des Roitelets,
1851675261,node,2835,Rue Desportes,
1851675270,node,2836,Rue Desportes,
1851675274,node,2837,Croissant des Orioles,
1851675277,node,2837,Rue des Buses,
1851675281,node,2838,Place Félix-Leclerc,
1851675285,node,2839,Croissant des Grives,
1851675286,node,2840,Place des Sizerins,
1851675295,node,2840,Rue des Mésanges,
1851675299,node,2841,Rue des Buses,
1851675302,node,2841,Rue des Buses,
1851675306,node,2842,Place Félix-Leclerc,
1851675309,node,2844,Rue Rostand,
1851675312,node,2844,Rue Rostand,
1851675318,node,2845,Croissant des Orioles,
1851675322,node,2845,Place Jules-Verne,
1851675326,node,2845,Place des Sizerins,
1851675330,node,2845,Place des Sizerins,
1851675334,node,2845,Rue des Buses,
1851675337,node,2845,Rue des Buses,
1851675338,node,2846,Place Félix-Leclerc,
1851675346,node,2847,Avenue Bourque,
1851675349,node,2848,Chemin Sainte-Marie,
1851675353,node,2848,Place Jules-Verne,
1851675356,node,2848,Rue Rostand,
1851675359,node,2849,Chemin Sainte-Marie,
1851675363,node,2850,Avenue Bourque,
1851675369,node,2850,Croissant des Grives,
1851675373,node,2850,Place Félix-Leclerc,
1851675377,node,2851,Avenue Bourque,
1851675380,node,2852,Place Jules-Verne,
1851675384,node,2852,Rue Rostand,
1851675387,node,2852,Rue des Buses,
1851675390,node,2853,Place des Sizerins,
1851675399,node,2854,Avenue Bourque,
1851675403,node,2854,Place Félix-Leclerc,
1851675406,node,2855,Avenue Bourque,
1851675409,node,2855,Rue Alexandre-Dumas,
1851675413,node,2856,Croissant des Grives,
1851675416,node,2856,Place Jules-Verne,
1851675423,node,2856,Rue Rostand,
1851675426,node,2858,Avenue Bourque,
1851675429,node,2858,Croissant des Orioles,
1851675433,node,2859,Avenue Bourque,
1851675436,node,2859,Avenue Bourque,
1851675439,node,286,Avenue de l'Étang,
1851675442,node,2860,Croissant des Orioles,
1851675449,node,2860,Place Jules-Verne,
1851675452,node,2860,Place Jules-Verne,
1851675456,node,2860,Rue Desportes,
1851675459,node,2863,Avenue Bourque,
1851675462,node,2865,Rue Alexandre-Dumas,
1851675466,node,2867,Croissant des Geais-Bleus,
1851675481,node,2868,Rue Dupras,
1851675487,node,2869,Rue Desportes,
1851675494,node,2870,Avenue Bourque,
1851675497,node,2870,Croissant des Grives,
1851675501,node,2870,Place des Bernaches,
1851675505,node,2870,Place des Merles,
1851675512,node,2870,Place des Merles,
1851675517,node,2870,Place des Sizerins,
1851675521,node,2871,Croissant des Orioles,
1851675525,node,2872,Rue Alexandre-Dumas,
1851675529,node,2875,Avenue Bourque,
1851675533,node,2875,Place des Sizerins,
1851675538,node,2875,Rue Desportes,
1851675548,node,2876,Rue Alexandre-Dumas,
1851675554,node,2876,Rue Desportes,
1851675560,node,2877,Rue Dupras,
1851675565,node,2878,Croissant des Orioles,
1851675569,node,2879,Rue Desportes,
1851675572,node,2880,Avenue des Ancêtres,
1851675586,node,2880,Place des Bernaches,
1851675590,node,2880,Place des Merles,
1851675593,node,2880,Place des Merles,
1851675598,node,2880,Rue des Mésanges,
1851675601,node,2882,Croissant des Orioles,
1851675605,node,2882,Croissant des Orioles,
1851675609,node,2883,Rue Françoise-Giroud,
1851675617,node,2884,Chemin Sainte-Marie,
1851675620,node,2886,Avenue des Ancêtres,
1851675625,node,2887,Rue Rostand,
1851675630,node,2887,Rue Rostand,
1851675635,node,2890,Avenue des Ancêtres,
1851675642,node,2890,Place des Bernaches,
1851675659,node,2890,Place des Bernaches,
1851675664,node,2890,Place des Merles,
1851675669,node,2890,Rue Alexandre-Dumas,
1851675676,node,2891,Chemin Sainte-Marie,
1851675681,node,2891,Rue Alexandre-Dumas,
1851675687,node,2891,Rue Rostand,
1851675708,node,2892,Rue Alexandre-Dumas,
1851675709,node,2892,Rue Rostand,
1851675711,node,2893,Avenue des Ancêtres,
1851675714,node,2893,Avenue des Ancêtres,
1851675718,node,2893,Chemin Sainte-Marie,
1851675721,node,2895,Rue Alexandre-Dumas,
1851675725,node,2895,Rue Alexandre-Dumas,
1851675737,node,2896,Rue Françoise-Giroud,
1851675738,node,2896,Rue Rostand,
1851675739,node,290,Montée Masson,
1851675741,node,290,Montée Masson,
1851675744,node,2900,Avenue de l'Esplanade,
1851675748,node,2900,Place des Merles,
1851675765,node,2900,Rue Alexandre-Dumas,
1851675766,node,2900,Rue Desportes,
1851675767,node,2901,Rue Jules-Romains,
1851675769,node,2902,Chemin Sainte-Marie,
1851675770,node,2903,Rue des Mésanges,
1851675773,node,2904,Rue Alexandre-Dumas,
1851675778,node,2907,Rue des Mésanges,
1851675802,node,2910,Rue Jules-Romains,
1851675803,node,2910,Rue des Mésanges,
1851675804,node,2911,Rue Alexandre-Dumas,
1851675805,node,2920,Boulevard de Mascouche,
1851675807,node,2920,Rue Alexandre-Dumas,
1851675810,node,2925,Boulevard de Mascouche,
1851675819,node,2925,Rue Alexandre-Dumas,
1851675820,node,2926,Avenue des Ancêtres,
1851675821,node,2927,Avenue Bourque,
1851675822,node,2928,Avenue Bourque,
1851675823,node,2928,Rue Gouin,
1851675825,node,2929,Rue Jules-Romains,
1851675827,node,2930,Avenue des Ancêtres,
1851675828,node,2930,Rue Jules-Romains,
1851675830,node,2930,Rue Lesage,
1851675831,node,2930,Rue des Mésanges,
1851675832,node,2931,Place des Mésanges,
1851675834,node,2931,Place des Mésanges,
1851675835,node,2934,Rue des Mésanges,
1851675838,node,2935,Boulevard de Mascouche,
1851675840,node,2935,Rue Lesage,
1851675841,node,2935,Rue des Mésanges,
1851675842,node,2936,Avenue des Ancêtres,
1851675844,node,2937,Rue Gouin,
1851675845,node,2938,Rue des Mésanges,
1851675848,node,2939,Rue Rostand,
1851675850,node,2940,Boulevard de Mascouche,
1851675851,node,2940,Rue Gouin,
1851675853,node,2940,Rue Rostand,
1851675854,node,2941,Rue Gouin,
1851675855,node,2948,Rue Gouin,
1851675856,node,2950,Boulevard de Mascouche,
1851675859,node,2952,Rue Dupras,
1851675860,node,2953,Rue Dupras,
1851675862,node,2955,Boulevard de Mascouche,
1851675863,node,2961,Rue Dugas,
1851675864,node,2965,Chemin Sainte-Marie,
1851675866,node,2966,Chemin Sainte-Marie,
1851675871,node,2966,Rue Dugas,
1851675872,node,2967,Rue Gouin,
1851675873,node,2971,Rue Gouin,
1851675875,node,2972,Avenue Bourque,
1851675878,node,2973,Chemin Sainte-Marie,
1851675881,node,2975,Avenue Bourque,
1851675885,node,2975,Boulevard de Mascouche,
1851675898,node,2975,Rue Gouin,
1851675899,node,2978,Chemin Sainte-Marie,
1851675900,node,2979,Avenue Bourque,
1851675901,node,2980,Avenue Bourque,
1851675902,node,2985,Boulevard de Mascouche,
1851675903,node,2985,Chemin Sainte-Marie,
1851675918,node,2985,Rue Perrier,
1851675922,node,2986,Boulevard de Mascouche,
1851675925,node,2987,Avenue Bourque,
1851675928,node,2988,Avenue Bourque,
1851675930,node,2991,Avenue Bourque,
1851675931,node,2992,Boulevard de Mascouche,
1851675945,node,2992,Chemin Sainte-Marie,
1851675950,node,2992,Rue Lesage,
1851675954,node,2992,Rue Patenaude,
1851675955,node,2992,Rue Perrier,
1851675956,node,2993,Rue Demers,
1851675957,node,2993,Rue Lesage,
1851675959,node,2993,Rue Patenaude,
1851675979,node,2994,Chemin Sainte-Marie,
1851675983,node,2994,Rue Demers,
1851675984,node,2995,Avenue des Ancêtres,
1851675986,node,2995,Chemin Sainte-Marie,
1851675987,node,2995,Rue Gauthier,
1851675988,node,2997,Chemin Sainte-Marie,
1851676009,node,2998,Rue Gouin,
1851676012,node,2998,Rue Morrisseau,
1851676014,node,2999,Rue Demers,
1851676015,node,2999,Rue Gouin,
1851676016,node,2999,Rue Morrisseau,
1851676019,node,300,Place Larose,
1851676023,node,300,Place des Pluviers,
1851676041,node,300,Rue de l'Aéroport,
1851676042,node,3000,Avenue Bourque,
1851676044,node,3000,Rue Demers,
1851676046,node,3000,Rue Godbout,
1851676049,node,3001,Chemin Sainte-Marie,
1851676053,node,3001,Rue Dugas,
1851676068,node,3008,Rue Dugas,
1851676069,node,3008,Rue Perrier,
1851676072,node,3009,Rue Godbout,
1851676075,node,3009,Rue Jeannotte,
1851676079,node,3010,Rue Godbout,
1851676083,node,3010,Rue Jeannotte,
1851676098,node,3011,Rue Perrier,
1851676100,node,3012,Rue Gauthier,
1851676106,node,3012,Rue Gauthier,
1851676110,node,3012,Rue Perrier,
1851676113,node,3015,Avenue des Ancêtres,
1851676118,node,3017,Chemin Saint-Pierre,
1851676121,node,3017,Rue Gauthier,
1851676139,node,3017,Rue Godbout,
1851676144,node,3017,Rue Perrier,
1851676150,node,3018,Place Daveluy,
1851676157,node,3018,Rue Demers,
1851676164,node,3018,Rue Gauthier,
1851676170,node,3019,Rue Gauthier,
1851676194,node,3020,Chemin Saint-Pierre,
1851676201,node,3021,Rue Demers,
1851676209,node,3021,Rue Godbout,
1851676216,node,3022,Place Daveluy,
1851676222,node,3024,Rue Gouin,
1851676227,node,3025,Rue Demers,
1851676231,node,3027,Rue Gouin,
1851676261,node,3027,Rue Morrisseau,
1851676264,node,3028,Rue Perrier,
1851676265,node,3029,Rue Perrier,
1851676267,node,3030,Chemin Saint-Pierre,
1851676268,node,3030,Place Daveluy,
1851676270,node,3031,Chemin Sainte-Marie,
1851676292,node,3031,Rue Gauthier,
1851676293,node,3031,Rue Gouin,
1851676295,node,3032,Boulevard de Mascouche,
1851676296,node,3032,Rue Gauthier,
1851676298,node,3032,Rue Godbout,
1851676302,node,3032,Rue Perrier,
1851676305,node,3033,Boulevard de Mascouche,
1851676324,node,3034,Place Daveluy,
1851676325,node,3036,Rue Demers,
1851676329,node,3036,Rue Gauthier,
1851676332,node,3037,Boulevard de Mascouche,
1851676335,node,3037,Rue Gouin,
1851676340,node,3038,Chemin Sainte-Marie,
1851676353,node,3038,Rue Morrisseau,
