NoCiv,NoCivSuf,Nomrue,OdoGener,OdoParti,OdoSpeci,join_key,code_postal
609,,Place des Charmilles,Place,des,Charmilles,609 PLACE DES CHARMILLES,
251,,Rue André-Le Nôtre,Rue,,André-Le Nôtre,251 RUE ANDRE-LE NOTRE,
2120,,Rue des Fontaines,Rue,des,Fontaines,2120 RUE DES FONTAINES,
1710,,Rue des Fontaines,Rue,des,Fontaines,1710 RUE DES FONTAINES,
952,,Rue des Pommiers,Rue,des,Pommiers,952 RUE DES POMMIERS,
1484,,Rue de Saint-Malo,Rue,de,Saint-Malo,1484 RUE DE ST-MALO,
2221,,Rue de Chambois,Rue,de,Chambois,2221 RUE DE CHAMBOIS,
375,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,375 RUE DE ST-GABRIEL,
768,,Avenue de l'Envolée,Avenue,de l',Envolée,768 AV DE L'ENVOLEE,
791,,Rue des Érables,Rue,des,Érables,791 RUE DES ERABLES,
983,,Croissant Georges-Delfosse,Croissant,,Georges-Delfosse,983 CROISSANT GEORGES-DELFOSSE,
3026,,Rue Morrisseau,Rue,,Morrisseau,3026 RUE MORRISSEAU,
2630,,Avenue Therrien,Avenue,,Therrien,2630 AV THERRIEN,
433,,Avenue de l'Étang,Avenue,de l',Étang,433 AV DE L'ETANG,
2798,,Rue Principale,Rue,,Principale,2798 RUE PRINCIPALE,
688,,Rue Beauregard,Rue,,Beauregard,688 RUE BEAUREGARD,
1414,,Rue des Appalaches,Rue,des,Appalaches,1414 RUE DES APPALACHES,
2727,,Croissant des Grives,Croissant,des,Grives,2727 CROISSANT DES GRIVES,
2555,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2555 CH STE-MARIE,
2300,,Avenue de Maussac,Avenue,de,Maussac,2300 AV DE MAUSSAC,
560,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,560 RUE DE ST-GABRIEL,
1261,,Rue Jaywood,Rue,,Jaywood,1261 RUE JAYWOOD,
2506,,Rue de Carnac,Rue,de,Carnac,2506 RUE DE CARNAC,
989,,Rue Le Gardeur,Rue,,Le Gardeur,989 RUE LE GARDEUR,
1392,,Avenue de la Gare,Avenue,de la,Gare,1392 AV DE LA GARE,
3037,,Rue Jeannotte,Rue,,Jeannotte,3037 RUE JEANNOTTE,
1518,,Rue Lauzon,Rue,,Lauzon,1518 RUE LAUZON,
1619,,Rue Lauzon,Rue,,Lauzon,1619 RUE LAUZON,
2026,,Rue de Brompton,Rue,de,Brompton,2026 RUE DE BROMPTON,
466,,Rue Caron,Rue,,Caron,466 RUE CARON,
3005,,Boulevard de Mascouche,Boulevard,de,Mascouche,3005 BOUL DE MASCOUCHE,
2716,,Croissant des Grives,Croissant,des,Grives,2716 CROISSANT DES GRIVES,
1631,,Rue Lauzon,Rue,,Lauzon,1631 RUE LAUZON,
1649,,Avenue de la Gare,Avenue,de la,Gare,1649 AV DE LA GARE,
1439,,Rue Boissonneault,Rue,,Boissonneault,1439 RUE BOISSONNEAULT,
465,,Rue Andrassy,Rue,,Andrassy,465 RUE ANDRASSY,
1778,,Rue de Brompton,Rue,de,Brompton,1778 RUE DE BROMPTON,
3012,,Rue Gouin,Rue,,Gouin,3012 RUE GOUIN,
695,,Rue des Érables,Rue,des,Érables,695 RUE DES ERABLES,
506,,Place de Ségur,Place,de,Ségur,506 PLACE DE SEGUR,
1015,,Rue Lapointe,Rue,,Lapointe,1015 RUE LAPOINTE,
2948,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2948 CH STE-MARIE,
1030,,Rue des Pivoines,Rue,des,Pivoines,1030 RUE DES PIVOINES,
1597,,Avenue de la Gare,Avenue,de la,Gare,1597 AV DE LA GARE,
2359,,Croissant François-Villon,Croissant,,François-Villon,2359 CROISSANT FRANCOIS-VILLON,
800,,Avenue de l'Étang,Avenue,de l',Étang,800 AV DE L'ETANG,
550,,Place Kennedy,Place,,Kennedy,550 PLACE KENNEDY,
2848,,Rue Alexandre-Dumas,Rue,,Alexandre-Dumas,2848 RUE ALEXANDRE-DUMAS,
2270,,Boulevard de Mascouche,Boulevard,de,Mascouche,2270 BOUL DE MASCOUCHE,
1250,,Avenue de la Gare,Avenue,de la,Gare,1250 AV DE LA GARE,J7K2Z2
2647,,Chemin Saint-Henri,Chemin,,Saint-Henri,2647 CH ST-HENRI,
1451,,Boulevard Raymond,Boulevard,,Raymond,1451 BOUL RAYMOND,
1451,,Rue d'Amiens,Rue,d',Amiens,1451 RUE D'AMIENS,
2934,,Rue des Mésanges,Rue,des,Mésanges,2934 RUE DES MESANGES,
252,,Avenue de l'Étang,Avenue,de l',Étang,252 AV DE L'ETANG,
1406,,Croissant Lemelin,Croissant,,Lemelin,1406 CROISSANT LEMELIN,
943,,Croissant Georges-Delfosse,Croissant,,Georges-Delfosse,943 CROISSANT GEORGES-DELFOSSE,
2839,,Rue Demers,Rue,,Demers,2839 RUE DEMERS,
3074,,Chemin Saint-Pierre,Chemin,,Saint-Pierre,3074 CH ST-PIERRE,
2911,,Rue Demers,Rue,,Demers,2911 RUE DEMERS,
1057,,Rue Longpré,Rue,,Longpré,1057 RUE LONGPRE,
1350,,Avenue Dupuis,Avenue,,Dupuis,1350 AV DUPUIS,
2787,,Avenue Bourque,Avenue,,Bourque,2787 AV BOURQUE,
1245,,Avenue Garden,Avenue,,Garden,1245 AV GARDEN,
714,,Rue Mercier,Rue,,Mercier,714 RUE MERCIER,
2678,,Rue Cantin,Rue,,Cantin,2678 RUE CANTIN,
1288,,Rue Robincrest,Rue,,Robincrest,1288 RUE ROBINCREST,
700,,Rue de Pompadour,Rue,de,Pompadour,700 RUE DE POMPADOUR,
1326,,Chemin Pincourt,Chemin,,Pincourt,1326 CH PINCOURT,
742,,Rue de Pompadour,Rue,de,Pompadour,742 RUE DE POMPADOUR,
3045,,Rue Demers,Rue,,Demers,3045 RUE DEMERS,
2677,,Avenue Prévert,Avenue,,Prévert,2677 AV PREVERT,
2825,,Rue Françoise-Giroud,Rue,,Françoise-Giroud,2825 RUE FRANCOISE-GIROUD,
1545,,Avenue de la Gare,Avenue,de la,Gare,1545 AV DE LA GARE,
342,,Rue Dalpé,Rue,,Dalpé,342 RUE DALPE,
2672,,Rue des Faucons,Rue,des,Faucons,2672 RUE DES FAUCONS,
1299,,Rue des Jardins,Rue,des,Jardins,1299 RUE DES JARDINS,
1715,,Avenue de la Gare,Avenue,de la,Gare,1715 AV DE LA GARE,
142,,Rue de Galles,Rue,de,Galles,142 RUE DE GALLES,
2624,,Rue de Montpellier,Rue,de,Montpellier,2624 RUE DE MONTPELLIER,
873,,Rue Lapointe,Rue,,Lapointe,873 RUE LAPOINTE,
2429,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2429 CH STE-MARIE,
2405,,Croissant d'Auteuil,Croissant,d',Auteuil,2405 CROISSANT D'AUTEUIL,
2487,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2487 CH STE-MARIE,
370,,Place de la Charente,Place,de la,Charente,370 PLACE DE LA CHARENTE,
185,,Rue Bohémier,Rue,,Bohémier,185 RUE BOHEMIER,
2604,,Rue des Fontaines,Rue,des,Fontaines,2604 RUE DES FONTAINES,
3265,,Chemin Gascon,Chemin,,Gascon,3265 CH GASCON,
2052,,Rue Pigeon,Rue,,Pigeon,2052 RUE PIGEON,
3374,,Rue de Champlain,Rue,de,Champlain,3374 RUE DE CHAMPLAIN,
1855,,Rue Comtois,Rue,,Comtois,1855 RUE COMTOIS,
400,,Avenue de l'Étang,Avenue,de l',Étang,400 AV DE L'ETANG,
2584,,Rue du Mans,Rue,du,Mans,2584 RUE DU MANS,
968,,Rue des Cerisiers,Rue,des,Cerisiers,968 RUE DES CERISIERS,
2536,,Rue de Toulouse,Rue,de,Toulouse,2536 RUE DE TOULOUSE,
1472,,Boulevard Raymond,Boulevard,,Raymond,1472 BOUL RAYMOND,
1996,,Avenue de la Gare,Avenue,de la,Gare,1996 AV DE LA GARE,
454,,Rue d'Alsace,Rue,d',Alsace,454 RUE D'ALSACE,
1452,,Rue de l'Oiselet,Rue,de l',Oiselet,1452 RUE DE L'OISELET,
1928,,Avenue de la Gare,Avenue,de la,Gare,1928 AV DE LA GARE,
1901,,Rue Cedar,Rue,,Cedar,1901 RUE CEDAR,
1095,,Avenue de Charny,Avenue,de,Charny,1095 AV DE CHARNY,
1722,,Rue Elm,Rue,,Elm,1722 RUE ELM,
642,,Avenue de l'Étang,Avenue,de l',Étang,642 AV DE L'ETANG,
1390,,Rue des Cheviot,Rue,des,Cheviot,1390 RUE DES CHEVIOT,
2041,,Rue Marcel,Rue,,Marcel,2041 RUE MARCEL,
2595,,Rue De Vigny,Rue,,De Vigny,2595 RUE DE VIGNY,
785,,Place des Roselins,Place,des,Roselins,785 PLACE DES ROSELINS,
1833,,Rue Elm,Rue,,Elm,1833 RUE ELM,
2763,,Rue Cantin,Rue,,Cantin,2763 RUE CANTIN,
2604,,Rue de Clermont,Rue,de,Clermont,2604 RUE DE CLERMONT,
757,,Avenue de l'Étang,Avenue,de l',Étang,757 AV DE L'ETANG,
2081,,Rue de Toulon,Rue,de,Toulon,2081 RUE DE TOULON,
2410,B,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2410 CH STE-MARIE,
553,,Rue du Grand-Héron,Rue,du,Grand-Héron,553 RUE DU GRAND-HERON,
1559,,Avenue de la Gare,Avenue,de la,Gare,1559 AV DE LA GARE,
3045,,Rue Patenaude,Rue,,Patenaude,3045 RUE PATENAUDE,
1364,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1364 AV DE CHATEAUBRIANT,
3294,,Rue de Chambly,Rue,de,Chambly,3294 RUE DE CHAMBLY,
650,,Rue de Pompadour,Rue,de,Pompadour,650 RUE DE POMPADOUR,
1686,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,1686 CH STE-MARIE,
1187,,Avenue de Charny,Avenue,de,Charny,1187 AV DE CHARNY,
650,,Montée Masson,Montée,,Masson,650 MTEE MASSON,
1390,,Rue de la Tamise,Rue,de la,Tamise,1390 RUE DE LA TAMISE,
2375,,Avenue de la Gare,Avenue,de la,Gare,2375 AV DE LA GARE,
2573,,Rue des Faucons,Rue,des,Faucons,2573 RUE DES FAUCONS,
2760,,Rue des Chardonnerets,Rue,des,Chardonnerets,2760 RUE DES CHARDONNERETS,
969,,Rue Le Gardeur,Rue,,Le Gardeur,969 RUE LE GARDEUR,
646,,Rue Mercier,Rue,,Mercier,646 RUE MERCIER,
2993,,Rue Rolland,Rue,,Rolland,2993 RUE ROLLAND,
973,,Rue Le Gardeur,Rue,,Le Gardeur,973 RUE LE GARDEUR,
990,,Rue des Pins,Rue,des,Pins,990 RUE DES PINS,
2741,,Rue de Bordeaux,Rue,de,Bordeaux,2741 RUE DE BORDEAUX,
1277,,Avenue Garden,Avenue,,Garden,1277 AV GARDEN,
265,,Rue de Boissy,Rue,de,Boissy,265 RUE DE BOISSY,
2075,,10e Avenue,Avenue,,10e,2075 10E AV,
2345,,Rue de Bayonne,Rue,de,Bayonne,2345 RUE DE BAYONNE,
1721,,Rue de Brompton,Rue,de,Brompton,1721 RUE DE BROMPTON,
1566,,Rue Supérieur,Rue,,Supérieur,1566 RUE SUPERIEUR,
943,,Rue Amicale,Rue,,Amicale,943 RUE AMICALE,
1851,,Rue Barott,Rue,,Barott,1851 RUE BAROTT,
1234,,Chemin Pincourt,Chemin,,Pincourt,1234 CH PINCOURT,
3195,,Chemin Saint-Henri,Chemin,,Saint-Henri,3195 CH ST-HENRI,
770,,Place des Taillis,Place,des,Taillis,770 PLACE DES TAILLIS,
2396,,Rue de Limoges,Rue,de,Limoges,2396 RUE DE LIMOGES,
967,,Place Balzac,Place,,Balzac,967 PLACE BALZAC,
458,,Rue Caron,Rue,,Caron,458 RUE CARON,
703,,Chemin des Anglais,Chemin,des,Anglais,703 CH DES ANGLAIS,
2152,,Rue de Fontainebleau,Rue,de,Fontainebleau,2152 RUE DE FONTAINEBLEAU,
1560,,Rue de l'Albatros,Rue,de l',Albatros,1560 RUE DE L'ALBATROS,
1432,,Avenue Rawlinson,Avenue,,Rawlinson,1432 AV RAWLINSON,
2847,,Croissant des Geais-Bleus,Croissant,des,Geais-Bleus,2847 CROISSANT DES GEAIS-BLEUS,
2679,,Place des Sittelles,Place,des,Sittelles,2679 PLACE DES SITTELLES,
1110,,Rue de Lorient,Rue,de,Lorient,1110 RUE DE LORIENT,
2648,,Rue Principale,Rue,,Principale,2648 RUE PRINCIPALE,
2752,,Rue Laval,Rue,,Laval,2752 RUE LAVAL,
2804,,Croissant des Orioles,Croissant,des,Orioles,2804 CROISSANT DES ORIOLES,
2862,,Avenue de la Gare,Avenue,de la,Gare,2862 AV DE LA GARE,
2140,,Rue Rochon,Rue,,Rochon,2140 RUE ROCHON,
2316,,Boulevard de Mascouche,Boulevard,de,Mascouche,2316 BOUL DE MASCOUCHE,
1950,,Rue Barott,Rue,,Barott,1950 RUE BAROTT,
1465,,Rue Barott,Rue,,Barott,1465 RUE BAROTT,
458,,Place des Pluviers,Place,des,Pluviers,458 PLACE DES PLUVIERS,
2085,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2085 CH STE-MARIE,
1241,,Rue des Fontaines,Rue,des,Fontaines,1241 RUE DES FONTAINES,
2995,,Avenue Marie-Victorin,Avenue,,Marie-Victorin,2995 AV MARIE-VICTORIN,
1920,,Rue Barott,Rue,,Barott,1920 RUE BAROTT,
2095,,Chemin Saint-Henri,Chemin,,Saint-Henri,2095 CH ST-HENRI,
1185,,Rue Saint-Andrews,Rue,,Saint-Andrews,1185 RUE ST-ANDREWS,
515,,Rue d'Artois,Rue,d',Artois,515 RUE D'ARTOIS,
2801,,Avenue Bourque,Avenue,,Bourque,2801 AV BOURQUE,
1872,,Rue Cedar,Rue,,Cedar,1872 RUE CEDAR,
1328,,Rue de Valence,Rue,de,Valence,1328 RUE DE VALENCE,
524,,Rue d'Artois,Rue,d',Artois,524 RUE D'ARTOIS,
204,,Chemin des Anglais,Chemin,des,Anglais,204 CH DES ANGLAIS,
802,,Avenue de l'Étang,Avenue,de l',Étang,802 AV DE L'ETANG,
2861,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2861 CH ST-PHILIPPE,
1030,,Rue de Lorient,Rue,de,Lorient,1030 RUE DE LORIENT,
3427,,Rue de Viau,Rue,de,Viau,3427 RUE DE VIAU,
2936,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2936 CH STE-MARIE,
2879,,Rue Desportes,Rue,,Desportes,2879 RUE DESPORTES,
2707,,Croissant des Geais-Bleus,Croissant,des,Geais-Bleus,2707 CROISSANT DES GEAIS-BLEUS,
1592,,Rue Henderson,Rue,,Henderson,1592 RUE HENDERSON,
715,,Avenue de l'Envolée,Avenue,de l',Envolée,715 AV DE L'ENVOLEE,
785,,Avenue de l'Étang,Avenue,de l',Étang,785 AV DE L'ETANG,
1406,,Rue West,Rue,,West,1406 RUE WEST,
2216,,Boulevard de Mascouche,Boulevard,de,Mascouche,2216 BOUL DE MASCOUCHE,
3420,,Rue de Champlain,Rue,de,Champlain,3420 RUE DE CHAMPLAIN,
2815,,Rue Gouin,Rue,,Gouin,2815 RUE GOUIN,
2493,,Rue de Versailles,Rue,de,Versailles,2493 RUE DE VERSAILLES,
400,,Rue Martel,Rue,,Martel,400 RUE MARTEL,
2768,,Croissant Dumont,Croissant,,Dumont,2768 CROISSANT DUMONT,
514,,Rue du Grand-Héron,Rue,du,Grand-Héron,514 RUE DU GRAND-HERON,
262,,Rue Walsh,Rue,,Walsh,262 RUE WALSH,
358,,Rue des Busards,Rue,des,Busards,358 RUE DES BUSARDS,
1363,,Avenue de Normandie,Avenue,de,Normandie,1363 AV DE NORMANDIE,
2672,,Rue du Verger,Rue,du,Verger,2672 RUE DU VERGER,
3056,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3056 CH STE-MARIE,
1900,,Avenue de la Gare,Avenue,de la,Gare,1900 AV DE LA GARE,
261,,Avenue Crépeau,Avenue,,Crépeau,261 AV CREPEAU,
1070,,Rue de Lorient,Rue,de,Lorient,1070 RUE DE LORIENT,
2789,,Croissant des Grives,Croissant,des,Grives,2789 CROISSANT DES GRIVES,
1437,,Chemin de la Côte-Georges,Chemin,de la,Côte-Georges,1437 CH DE LA COTE-GEORGES,
2464,,Rue Cantin,Rue,,Cantin,2464 RUE CANTIN,
1074,,Avenue Lafleur,Avenue,,Lafleur,1074 AV LAFLEUR,
3316,,Chemin Saint-Henri,Chemin,,Saint-Henri,3316 CH ST-HENRI,
3094,,Rue Patenaude,Rue,,Patenaude,3094 RUE PATENAUDE,
2344,,Boulevard de Mascouche,Boulevard,de,Mascouche,2344 BOUL DE MASCOUCHE,
220,,Rue des Parterres,Rue,des,Parterres,220 RUE DES PARTERRES,
2633,,Rue de Montpellier,Rue,de,Montpellier,2633 RUE DE MONTPELLIER,
971,,Place Colville,Place,,Colville,971 PLACE COLVILLE,
1881,,Rue Barott,Rue,,Barott,1881 RUE BAROTT,
488,,Rue Private,Rue,,Private,488 RUE PRIVATE,
1470,,Avenue Louise,Avenue,,Louise,1470 AV LOUISE,
2832,,Croissant des Orioles,Croissant,des,Orioles,2832 CROISSANT DES ORIOLES,
2241,,Rue de Chambois,Rue,de,Chambois,2241 RUE DE CHAMBOIS,
827,,Rue des Tulipes,Rue,des,Tulipes,827 RUE DES TULIPES,
492,,Avenue de l'Étang,Avenue,de l',Étang,492 AV DE L'ETANG,
509,,Avenue de l'Étang,Avenue,de l',Étang,509 AV DE L'ETANG,
1079,,Avenue de Normandie,Avenue,de,Normandie,1079 AV DE NORMANDIE,
520,,Rue Jordan,Rue,,Jordan,520 RUE JORDAN,
2290,,Rue de Chaumont,Rue,de,Chaumont,2290 RUE DE CHAUMONT,
1485,,Avenue du Mistral,Avenue,du,Mistral,1485 AV DU MISTRAL,
2035,,Rue Chartrand,Rue,,Chartrand,2035 RUE CHARTRAND,
1190,,Avenue de la Grande-Allée,Avenue,de la,Grande-Allée,1190 AV DE LA GRANDE-ALLEE,
1439,,Rue de l'Aigle,Rue,de l',Aigle,1439 RUE DE L'AIGLE,
2511,,Rue de Toulon,Rue,de,Toulon,2511 RUE DE TOULON,
506,,Croissant des Carouges,Croissant,des,Carouges,506 CROISSANT DES CAROUGES,
3402,,Rue de Papineau,Rue,de,Papineau,3402 RUE DE PAPINEAU,
401,,Croissant du Trianon,Croissant,du,Trianon,401 CROISSANT DU TRIANON,
1647,,Avenue de la Gare,Avenue,de la,Gare,1647 AV DE LA GARE,
3010,,Rue de l'Acadie,Rue,de l',Acadie,3010 RUE DE L'ACADIE,
1361,,Rue Boissonneault,Rue,,Boissonneault,1361 RUE BOISSONNEAULT,
500,,Rue de Touraine,Rue,de,Touraine,500 RUE DE TOURAINE,
523,,Rue du Grand-Héron,Rue,du,Grand-Héron,523 RUE DU GRAND-HERON,
784,,Rue Beaudoin,Rue,,Beaudoin,784 RUE BEAUDOIN,
1703,,Avenue de la Gare,Avenue,de la,Gare,1703 AV DE LA GARE,
2760,,Rue Laval,Rue,,Laval,2760 RUE LAVAL,
1235,,Chemin Saint-Henri,Chemin,,Saint-Henri,1235 CH ST-HENRI,
584,,Rue Deslongchamps,Rue,,Deslongchamps,584 RUE DESLONGCHAMPS,
481,,Rue de Picardie,Rue,de,Picardie,481 RUE DE PICARDIE,
1523,,Rue Poirier,Rue,,Poirier,1523 RUE POIRIER,
490,,Place des Pluviers,Place,des,Pluviers,490 PLACE DES PLUVIERS,
1507,,Avenue du Mistral,Avenue,du,Mistral,1507 AV DU MISTRAL,
619,,Rue de Pompadour,Rue,de,Pompadour,619 RUE DE POMPADOUR,
1480,,Rue de l'Oiselet,Rue,de l',Oiselet,1480 RUE DE L'OISELET,
535,,Rue Deslongchamps,Rue,,Deslongchamps,535 RUE DESLONGCHAMPS,
1212,,Avenue Lafleur,Avenue,,Lafleur,1212 AV LAFLEUR,
1920,,Montée du Domaine,Montée,du,Domaine,1920 MTEE DU DOMAINE,
3264,B,Rue Marconi,Rue,,Marconi,3264 RUE MARCONI,
1452,,Croissant Lemelin,Croissant,,Lemelin,1452 CROISSANT LEMELIN,
572,,Place des Colibris,Place,des,Colibris,572 PLACE DES COLIBRIS,
390,,Rue Martel,Rue,,Martel,390 RUE MARTEL,
1886,,Rue Lamoureux,Rue,,Lamoureux,1886 RUE LAMOUREUX,
1328,,Rue de Dieppe,Rue,de,Dieppe,1328 RUE DE DIEPPE,
1235,,Avenue Louise,Avenue,,Louise,1235 AV LOUISE,
305,,Avenue Crépeau,Avenue,,Crépeau,305 AV CREPEAU,
2720,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2720 CH ST-PHILIPPE,
143,,Rue de Galles,Rue,de,Galles,143 RUE DE GALLES,
369,,Place de Villandry,Place,de,Villandry,369 PLACE DE VILLANDRY,
1550,,Rue Ontario,Rue,,Ontario,1550 RUE ONTARIO,
835,,Rue des Jonquilles,Rue,des,Jonquilles,835 RUE DES JONQUILLES,
2650,,Rue du Verger,Rue,du,Verger,2650 RUE DU VERGER,
3505,,Chemin Saint-Henri,Chemin,,Saint-Henri,3505 CH ST-HENRI,
2027,,1re Avenue,Avenue,,1re,2027 1RE AV,
2381,,Croissant François-Villon,Croissant,,François-Villon,2381 CROISSANT FRANCOIS-VILLON,
1360,,Rue de l'Aigle,Rue,de l',Aigle,1360 RUE DE L'AIGLE,
2712,,Rue des Chardonnerets,Rue,des,Chardonnerets,2712 RUE DES CHARDONNERETS,
342,,Avenue de l'Étang,Avenue,de l',Étang,342 AV DE L'ETANG,
557,,Avenue de l'Étang,Avenue,de l',Étang,557 AV DE L'ETANG,
2835,,Avenue Bourque,Avenue,,Bourque,2835 AV BOURQUE,
424,,Croissant de Bourguignon,Croissant,de,Bourguignon,424 CROISSANT DE BOURGUIGNON,
1137,,Rue Saint-Andrews,Rue,,Saint-Andrews,1137 RUE ST-ANDREWS,
689,,Rue Louis-Hébert,Rue,,Louis-Hébert,689 RUE LOUIS-HEBERT,
2037,,Avenue de la Gare,Avenue,de la,Gare,2037 AV DE LA GARE,
2820,,Place de Beaumont,Place,de,Beaumont,2820 PLACE DE BEAUMONT,
2345,,Boulevard de Mascouche,Boulevard,de,Mascouche,2345 BOUL DE MASCOUCHE,
1180,,Avenue Garden,Avenue,,Garden,1180 AV GARDEN,
3430,,Avenue de Charlevoix,Avenue,de,Charlevoix,3430 AV DE CHARLEVOIX,
2610,,Rue Claudel,Rue,,Claudel,2610 RUE CLAUDEL,
2589,,Rue Lafontaine,Rue,,Lafontaine,2589 RUE LAFONTAINE,
598,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,598 RUE DE ST-GABRIEL,
427,,Avenue de l'Étang,Avenue,de l',Étang,427 AV DE L'ETANG,
2702,,Rue des Bruants,Rue,des,Bruants,2702 RUE DES BRUANTS,
2586,,Rue de Toulouse,Rue,de,Toulouse,2586 RUE DE TOULOUSE,
2893,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2893 CH STE-MARIE,
277,A,Chemin Pincourt,Chemin,,Pincourt,277 CH PINCOURT,
2338,,Rue de Montbéliard,Rue,de,Montbéliard,2338 RUE DE MONTBELIARD,
333,,Avenue Crépeau,Avenue,,Crépeau,333 AV CREPEAU,
320,,Croissant de Bourguignon,Croissant,de,Bourguignon,320 CROISSANT DE BOURGUIGNON,
3397,,Rue de Papineau,Rue,de,Papineau,3397 RUE DE PAPINEAU,
1411,,Rue Barott,Rue,,Barott,1411 RUE BAROTT,
1277,,Rue Mégantic,Rue,,Mégantic,1277 RUE MEGANTIC,
395,,Montée Masson,Montée,,Masson,395 MTEE MASSON,
995,,Avenue de Normandie,Avenue,de,Normandie,995 AV DE NORMANDIE,
2280,,Rue de Versailles,Rue,de,Versailles,2280 RUE DE VERSAILLES,
2592,,Avenue de la Gare,Avenue,de la,Gare,2592 AV DE LA GARE,
2582,,Rue de Limoges,Rue,de,Limoges,2582 RUE DE LIMOGES,
1373,,Avenue de Normandie,Avenue,de,Normandie,1373 AV DE NORMANDIE,
721,,Chemin des Anglais,Chemin,des,Anglais,721 CH DES ANGLAIS,
2658,,Rue des Faucons,Rue,des,Faucons,2658 RUE DES FAUCONS,
2716,,Rue De Vigny,Rue,,De Vigny,2716 RUE DE VIGNY,
1690,,Rue Barott,Rue,,Barott,1690 RUE BAROTT,
2779,,Rue Gouin,Rue,,Gouin,2779 RUE GOUIN,
615,,Rue Brien,Rue,,Brien,615 RUE BRIEN,
324,,Place Corbeil,Place,,Corbeil,324 PLACE CORBEIL,
2201,,Avenue de la Gare,Avenue,de la,Gare,2201 AV DE LA GARE,
2712,,Avenue Therrien,Avenue,,Therrien,2712 AV THERRIEN,
2401,,Chemin de la Cabane-Ronde,Chemin,de la,Cabane-Ronde,2401 CH DE LA CABANE-RONDE,
2671,,Rue des Fontaines,Rue,des,Fontaines,2671 RUE DES FONTAINES,
1583,,Rue Pine,Rue,,Pine,1583 RUE PINE,
566,,Rue Louis-Hébert,Rue,,Louis-Hébert,566 RUE LOUIS-HEBERT,
3025,,Rue Perrier,Rue,,Perrier,3025 RUE PERRIER,
3068,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3068 CH STE-MARIE,
2689,,Croissant des Grives,Croissant,des,Grives,2689 CROISSANT DES GRIVES,
2747,,Rue de Toulouse,Rue,de,Toulouse,2747 RUE DE TOULOUSE,
970,,Avenue Dupuis,Avenue,,Dupuis,970 AV DUPUIS,
2819,,Croissant des Roitelets,Croissant,des,Roitelets,2819 CROISSANT DES ROITELETS,
629,,Rue Duhamel,Rue,,Duhamel,629 RUE DUHAMEL,
1475,,Rue de Côte-d'Ivoire,Rue,de,Côte-d'Ivoire,1475 RUE DE COTE-D'IVOIRE,
2863,,Rue Françoise-Giroud,Rue,,Françoise-Giroud,2863 RUE FRANCOISE-GIROUD,
1777,,Rue Maple,Rue,,Maple,1777 RUE MAPLE,
1232,,Rue de Grande-Bretagne,Rue,de,Grande-Bretagne,1232 RUE DE GRANDE-BRETAGNE,
441,,Avenue Crépeau,Avenue,,Crépeau,441 AV CREPEAU,
615,,Rue Parent,Rue,,Parent,615 RUE PARENT,
2604,,Rue de Carnac,Rue,de,Carnac,2604 RUE DE CARNAC,
472,,Croissant du Trianon,Croissant,du,Trianon,472 CROISSANT DU TRIANON,
2042,,Rue Odette,Rue,,Odette,2042 RUE ODETTE,
871,,Croissant Georges-Delfosse,Croissant,,Georges-Delfosse,871 CROISSANT GEORGES-DELFOSSE,
1305,,Avenue Saint-Jean,Avenue,,Saint-Jean,1305 AV ST-JEAN,
2152,,Chemin du Lac,Chemin,du,Lac,2152 CH DU LAC,
1310,,Rue Monette,Rue,,Monette,1310 RUE MONETTE,
281,,Croissant de Castelnaud,Croissant,de,Castelnaud,281 CROISSANT DE CASTELNAUD,
802,,Rue des Roses,Rue,des,Roses,802 RUE DES ROSES,
1077,,Rue River,Rue,,River,1077 RUE RIVER,
3426,,Avenue de Charlevoix,Avenue,de,Charlevoix,3426 AV DE CHARLEVOIX,
297,,Croissant de Castelnaud,Croissant,de,Castelnaud,297 CROISSANT DE CASTELNAUD,
1261,,Rue Crescent,Rue,,Crescent,1261 RUE CRESCENT,
2137,,Place Glen Abbey,Place,,Glen Abbey,2137 PLACE GLEN ABBEY,
3409,,Rue de Champlain,Rue,de,Champlain,3409 RUE DE CHAMPLAIN,
2116,,Rue Brady,Rue,,Brady,2116 RUE BRADY,
2796,,Place Simonne-Monet-Chartrand,Place,,Simonne-Monet-Chartrand,2796 PLACE SIMONNE-MONET-CHARTRAND,
592,,Rue Marchand,Rue,,Marchand,592 RUE MARCHAND,
